NODE_ID,CYME_X,CYME_Y,LAT,LONG
'738976543',269553.04,-239911.3,35.3194625,-81.00927702
'258287837',268686.99,-241897.58,35.3024005,-81.01948181
'263363018',269119.58,-241716.37,35.30395708,-81.01438454
'258281490',268631.88,-240429.57,35.3150106,-81.02013118
'258281480',268680.65,-240484.22,35.31454116,-81.01955652
'258281975',268888.99,-238810.25,35.32892044,-81.01710162
'258278304',269065.82,-242407.64,35.29801912,-81.015018
'261107365',268693.18,-239075.2,35.32664454,-81.01940887
'258281865',269504.25,-238741.25,35.32951314,-81.00985192
'258281729',269830.11,-239761.97,35.32074523,-81.00601226
'258287530',268806.01,-240402.19,35.31524579,-81.01807938
'263628996',268992.99,-240725.3,35.3124703,-81.01587617
'258281147',269552.36,-241301.12,35.30752404,-81.00928503
'258281890',269285.15,-238752.53,35.32941625,-81.0124336
'455203782',270604.23,-239731.24,35.3210092,-80.99689069
'258287455',269005.88,-240262.29,35.31644752,-81.01572428
'258281885',269344.09,-238710.24,35.32977952,-81.01173911
'258287443',269129.39,-240310.86,35.31603031,-81.01426895
'258278466',269080.92,-241581.41,35.30511637,-81.01484008
'258278324',269102.1,-242266.59,35.29923073,-81.01459051
'261119899',269386.73,-239808.32,35.32034709,-81.01123667
'258281455',268964.88,-240668.11,35.31296155,-81.01620739
'260858009',268894.45,-239613.36,35.32202178,-81.01703728
'258282045',269219.18,-239274.36,35.32493377,-81.01321094
'258287792',268570.38,-242123.78,35.30045745,-81.02085585
'469779435',270126.37,-239127.22,35.32619769,-81.00252138
'258287423',269330.58,-240301.92,35.3161071,-81.0118983
'258278344',268956.65,-242103.83,35.30062882,-81.01630437
'261264058',268943.06,-239662.75,35.32159752,-81.0164645
'258287635',269267,-240916.65,35.31082661,-81.01264747
'258278511',269267.61,-241504.15,35.30578003,-81.01264028
'258281241',269452.49,-240901.74,35.31095469,-81.01046181
'258287398',269553.99,-240246.85,35.31658015,-81.00926582
'260859981',268739.53,-240730.56,35.31242511,-81.01886273
'258282176',270451.02,-239274.49,35.32493265,-80.99869598
'263828731',270569.9,-238834.34,35.32871351,-80.9972952
'258282166',270338.37,-239262.37,35.32503676,-81.00002336
'258285754',270903.42,-238400.32,35.33244171,-80.99336529
'455203750',270694.94,-239587.37,35.32224503,-80.99582184
'260650909',268692.42,-241048.36,35.30969523,-81.01941783
'471061832',268213.37,-243016.4,35.29278991,-81.02506255
'263360618',268782.74,-241430.94,35.3064089,-81.01835358
'258287757',268772.66,-242179.98,35.2999747,-81.01847235
'258278414',269175.7,-241699.54,35.30410164,-81.01372327
'261107350',268625.9,-238990.86,35.32736901,-81.02020164
'260935299',269122.4,-239888.13,35.31966153,-81.01435131
'261297211',270056.49,-238797.78,35.32902755,-81.00334479
